screen_name,created_at,text,id
Primark,2015-10-07T08:15:00,For that flash of colour 👌 Donegal tweed jacket €95/$120 #Primark #menswear http://t.co/8UZLk55KzC,651672211812675584
Primark,2015-10-07T10:40:00,You're winning if you own one of these scents! £3.50/€4.50 http://t.co/LnaM98PpT0 #Primark #beauty http://t.co/ZtnOx0vlFc,651708732569686016
Primark,2015-10-07T12:50:00,We’ve got #MinnieMania! http://t.co/8b6oVuDEXD #Disney #Primark http://t.co/fY0XwVhaay,651741434601697280
Primark,2015-10-07T15:11:00,The ultimate suit fit guide! 👔 More details: http://t.co/UwnQiXyETv  #Menswear #Primark http://t.co/1vPxYe0TYs,651776821621604352
Primark,2015-10-07T16:34:00,"@HazelLomer Hi Hazel, really sorry about this. Please can you send pictures to customerservices@primark.ie so we can investigate? Thanks",651797634924068864
Primark,2015-10-07T17:25:00,"@ellejellyrue Elle, thanks for making us aware. We'll be passing this onto our retail team so we can ensure this doesn't happen again",651810701292515328
Primark,2015-10-07T18:32:00,Calling all pinners! Check what we have been pinning! http://t.co/i6rkrVljfl #Primark #Pinterest http://t.co/Q0yY8I0IaR,651827437832114176
Primark,2015-10-07T19:29:00,"@marksufc74 Hi, due to the thickness of our plastic bags the new regulations don't require us to charge.",651841784813875200
Primark,2015-10-07T19:39:00,@FAYoutube 😂 Thanks Fay!  😘,651844377585840128
Primark,2015-10-07T20:05:00,Have you uploaded your #OOTD to #Primania? 👗👕 More details: http://t.co/U4jwaLIJbD #Primark #fbloggers http://t.co/pvJwXLtSmH,651850913653628928
Primark,2015-10-08T06:10:00,For your every mood! 🙈🙉 Tee £9/€12 #Primark http://t.co/HEnOeGeTsu,652003147871858688
Primark,2015-10-08T09:20:00,From #Primark to Primonster! http://t.co/6jaLhKUCHk #Halloween http://t.co/N5NKkxiPRg,652050937759051776
Primark,2015-10-08T11:01:00,@karinnanobbs @MellieBe 😊,652076295774437376
Primark,2015-10-08T12:15:00,#MinnieMania has taken over at #Primark! http://t.co/8b6oVuDEXD #Disney http://t.co/sJKT8xvxoj,652095086965190656
Primark,2015-10-08T16:17:00,We LOVE how @Alexa_Curtis has styled our skirt ❤ #Primark #fblogger  https://t.co/copVxKupSw,652155754674192384
