screen_name,created_at,text,id
pfizer,2016-06-13T22:37:00,Heading to #devexworld tomorrow? Stop by the Innovation Zone to learn about our commitment to the @UN #GlobalGoals https://t.co/E9MOV2zhpI,742485955274248192
pfizer,2016-06-14T14:49:00,"It takes an average of 1,600 #scientists to bring one medicine to life. #PfizerDiscover https://t.co/vUamsQD73t https://t.co/nZto01fPPy",742730778530942976
pfizer,2016-06-14T17:18:00,"RT @CancerResrch: #Patient's perspective, well-being, &amp; voice are crucial to the development of new medicines - @pfizer's Koehler https://t…",742768060881342468
pfizer,2016-06-14T21:30:00,Live from #devexworld: Caroline Roan discusses our commitment to @UN #GlobalGoals https://t.co/H1EF9DvEPk,742831483623202816
pfizer,2016-06-14T23:15:00,DYK #Hashimoto’s thyroiditis is the most common cause of #hypothyroidism in US? Learn more #GetHealthyStayHealthy https://t.co/FVYMzCxgY8,742857902826901508
pfizer,2016-06-15T15:56:00,#DYK 80% of people discover urothelial #BladderCancer after finding blood in their urine?,743110038244478976
pfizer,2016-06-15T18:20:00,"Our collabs w/advocacy groups like @Alliance4Lupus may accelerate #research &amp; help find innovative new therapies
https://t.co/DcE5MCYUxB",743146193635553280
pfizer,2016-06-16T13:00:00,Urothelial #BladderCancer is the 7th most common cancer in men &amp; the 17th most common cancer in women worldwide https://t.co/HIjBdypesd,743427912167231489
pfizer,2016-06-16T13:45:00,Do you have the next big idea in healthy aging? @GetOld &amp; @Indiegogo need you! https://t.co/eDcsWx6Kcg https://t.co/oWDADAlNYq,743439237064843264
pfizer,2016-06-16T16:48:00,Our Onc VP Maria Koehler to talk about what #RealWorldEvidence means for #cancer patients today at #BTBlueprint16 https://t.co/cx8v37kSmz,743485427995283456
pfizer,2016-06-17T14:06:00,RT @curecommons: Our wonderful CT Bioscience panel at the annual @cureconnect meeting. https://t.co/Ko0z5HKbUj,743806926476152832
pfizer,2016-06-17T14:15:00,#ICYMI #devexworld: Blip this image via the @Blippar app to learn about our commitment to eliminating trachoma https://t.co/VYPuqrrEZn,743809179102646272
pfizer,2016-06-17T16:05:00,Smokers who have a plan to #QuitSmoking have a better chance of quitting. https://t.co/12D1B0qs7a,743836860133302273
pfizer,2016-06-17T17:00:00,#DYK #AFib is more common in men? Keep Dad informed by sharing the https://t.co/A4ZXyZA3CF quiz https://t.co/roPT0tTInA,743850700241788928
pfizer,2016-06-17T19:00:00,Learn how we are trying to address barriers to administering #medicines to children https://t.co/S8gW7THAsJ https://t.co/3WQkCxY9qU,743880904288903168
pfizer,2016-06-19T15:13:00,Support World #SickleCellAwareness Day by sharing ways you can break through SCD #stigma https://t.co/iNZvFZANcP https://t.co/GmauHKtBYO,744548547580813312
pfizer,2016-06-19T19:16:00,Meet #scientist Kelly Knee who is working to develop potential new therapies for #SickleCellDisease patients: https://t.co/dO5lw2pxhM,744609699824345088
pfizer,2016-06-20T13:00:00,It’s the first day of #summer! Remember to protect yourself from harmful UV rays. RT to spread the word #SkinCancer https://t.co/ngez0Hciik,744877466792169473
pfizer,2016-06-20T15:01:00,87 different protein structures.Learn more:Before it became a medicine https://t.co/vUamsQD73t #PfizerDiscover https://t.co/n7xxTSt6HQ,744907916046704640
